CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,WL Cap,WL Act,WL Rem,XL Cap,XL Act,XL Rem,Instructor,Date (MM/DD),Location,Attribute
 , , , , , , ,S,01:00 pm-05:15 pm, , , , , , , , , ,TBA,09/23-09/23,ED 101,In-Person Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-05:15 pm, , , , , , , , , ,TBA,10/07-10/07,ED 101,In-Person Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-05:15 pm, , , , , , , , , ,TBA,10/21-10/21,ED 101,In-Person Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-05:15 pm, , , , , , , , , ,TBA,11/04-11/04,ED 101,In-Person Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-05:15 pm, , , , , , , , , ,TBA,11/18-11/18,ED 101,In-Person Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-05:15 pm, , , , , , , , , ,TBA,12/02-12/02,ED 101,In-Person Modality and Tuition (Education)
41558,IME,619,1,ODP,3.000,Gender and Globalization,R,05:30 pm-09:45 pm,24,0,24,0,0,0,24,0,24,Mariana Mora (P),08/17-08/17,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,R,05:30 pm-09:45 pm, , , , , , , , , ,Mariana Mora (P),08/24-08/24,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,R,05:30 pm-09:45 pm, , , , , , , , , ,Mariana Mora (P),09/07-09/07,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,R,05:30 pm-09:45 pm, , , , , , , , , ,Mariana Mora (P),09/21-09/21,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,R,05:30 pm-09:45 pm, , , , , , , , , ,Mariana Mora (P),10/05-10/05,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,R,05:30 pm-09:45 pm, , , , , , , , , ,Mariana Mora (P),10/19-10/19,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,R,05:30 pm-09:45 pm, , , , , , , , , ,Mariana Mora (P),11/02-11/02,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,R,05:30 pm-09:45 pm, , , , , , , , , ,Mariana Mora (P),11/16-11/16,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,R,05:30 pm-09:45 pm, , , , , , , , , ,Mariana Mora (P),11/30-11/30,ONL ONL,Remote Modality and Tuition (Education)
41874,IME,621,1,M,3.000,Human Rights Education: History, Philosophy and Current Debates,S,08:00 am-12:15 pm,24,0,24,0,0,0,24,0,24,Monisha Indu Bajaj (P),08/19-08/19,ED 101,In-Person Modality and Tuition (Education)
 , , , , , , ,S,08:00 am-12:15 pm, , , , , , , , , ,Monisha Indu Bajaj (P),08/26-08/26,ED 101,In-Person Modality and Tuition (Education)
 , , , , , , ,S,08:00 am-12:15 pm, , , , , , , , , ,Monisha Indu Bajaj (P),09/09-09/09,ED 101,In-Person Modality and Tuition (Education)
 , , , , , , ,S,08:00 am-12:15 pm, , , , , , , , , ,Monisha Indu Bajaj (P),09/23-09/23,ED 101,In-Person Modality and Tuition (Education)
 , , , , , , ,S,08:00 am-12:15 pm, , , , , , , , , ,Monisha Indu Bajaj (P),10/07-10/07,ED 101,In-Person Modality and Tuition (Education)
 , , , , , , ,S,08:00 am-12:15 pm, , , , , , , , , ,Monisha Indu Bajaj (P),10/21-10/21,ED 101,In-Person Modality and Tuition (Education)
 , , , , , , ,S,08:00 am-12:15 pm, , , , , , , , , ,Monisha Indu Bajaj (P),11/04-11/04,ED 101,In-Person Modality and Tuition (Education)
 , , , , , , ,S,08:00 am-12:15 pm, , , , , , , , , ,Monisha Indu Bajaj (P),11/18-11/18,ED 101,In-Person Modality and Tuition (Education)
 , , , , , , ,S,08:00 am-12:15 pm, , , , , , , , , ,Monisha Indu Bajaj (P),12/02-12/02,ED 101,In-Person Modality and Tuition (Education)
41882,IME,624,1,M,3.000,Ethnic Studies with a Focus on African-American Education,S,01:00 pm-05:15 pm,24,0,24,0,0,0,24,0,24,David Philoxene (P),08/19-08/19,ED 307,Hybrid Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-05:15 pm, , , , , , , , , ,David Philoxene (P),08/26-08/26,ONL ONL,Hybrid Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-05:15 pm, , , , , , , , , ,David Philoxene (P),09/09-09/09,ED 307,Hybrid Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-05:15 pm, , , , , , , , , ,David Philoxene (P),09/23-09/23,ONL ONL,Hybrid Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-05:15 pm, , , , , , , , , ,David Philoxene (P),10/07-10/07,ED 307,Hybrid Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-05:15 pm, , , , , , , , , ,David Philoxene (P),10/21-10/21,ONL ONL,Hybrid Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-05:15 pm, , , , , , , , , ,David Philoxene (P),11/04-11/04,ED 307,Hybrid Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-05:15 pm, , , , , , , , , ,David Philoxene (P),11/18-11/18,ONL ONL,Hybrid Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-05:15 pm, , , , , , , , , ,David Philoxene (P),12/02-12/02,ED 307,Hybrid Modality and Tuition (Education)
41876,IME,632,1,M,3.000,Structure of American English,W,03:45 pm-06:15 pm,24,0,24,0,0,0,0,0,0,Mohammad Sedique Popal (P),08/23-08/23,ED 006,Tuition (Education)
 , , , , , , ,W,03:45 pm-06:15 pm, , , , , , , , , ,Mohammad Sedique Popal (P),08/30-08/30,ONL ONL,Tuition (Education)
 , , , , , , ,W,03:45 pm-06:15 pm, , , , , , , , , ,Mohammad Sedique Popal (P),09/06-09/06,ED 006,Tuition (Education)
 , , , , , , ,W,03:45 pm-06:15 pm, , , , , , , , , ,Mohammad Sedique Popal (P),09/13-09/13,ONL ONL,Tuition (Education)
 , , , , , , ,W,03:45 pm-06:15 pm, , , , , , , , , ,Mohammad Sedique Popal (P),09/20-09/20,ED 006,Tuition (Education)
 , , , , , , ,W,03:45 pm-06:15 pm, , , , , , , , , ,Mohammad Sedique Popal (P),09/27-09/27,ONL ONL,Tuition (Education)
 , , , , , , ,W,03:45 pm-06:15 pm, , , , , , , , , ,Mohammad Sedique Popal (P),10/04-10/04,ED 006,Tuition (Education)
 , , , , , , ,W,04:45 pm-06:15 pm, , , , , , , , , ,Mohammad Sedique Popal (P),10/11-10/11,ONL ONL,Tuition (Education)
 , , , , , , ,W,03:45 pm-06:15 pm, , , , , , , , , ,Mohammad Sedique Popal (P),10/18-10/18,ED 006,Tuition (Education)
 , , , , , , ,W,03:45 pm-06:15 pm, , , , , , , , , ,Mohammad Sedique Popal (P),10/25-10/25,ONL ONL,Tuition (Education)
 , , , , , , ,W,03:45 pm-06:15 pm, , , , , , , , , ,Mohammad Sedique Popal (P),11/01-11/01,ED 006,Tuition (Education)
 , , , , , , ,W,03:45 pm-06:15 pm, , , , , , , , , ,Mohammad Sedique Popal (P),11/08-11/08,ONL ONL,Tuition (Education)
 , , , , , , ,W,03:45 pm-06:15 pm, , , , , , , , , ,Mohammad Sedique Popal (P),11/15-11/15,ED 006,Tuition (Education)
 , , , , , , ,W,03:45 pm-06:15 pm, , , , , , , , , ,Mohammad Sedique Popal (P),11/29-11/29,ONL ONL,Tuition (Education)
 , , , , , , ,W,03:45 pm-06:15 pm, , , , , , , , , ,Mohammad Sedique Popal (P),12/06-12/06,ED 006,Tuition (Education)
41877,IME,633,1,M,3.000,Preparation and Evaluation of TESOL Materials,W,07:20 pm-09:50 pm,24,0,24,0,0,0,0,0,0,Mohammad Sedique Popal (P),08/23-08/23,ED 102,Hybrid Modality and Tuition (Education)
 , , , , , , ,W,07:30 pm-09:50 pm, , , , , , , , , ,Mohammad Sedique Popal (P),08/30-08/30,ONL ONL,Hybrid Modality and Tuition (Education)
 , , , , , , ,W,07:30 pm-09:50 pm, , , , , , , , , ,Mohammad Sedique Popal (P),09/06-09/06,ED 102,Hybrid Modality and Tuition (Education)
 , , , , , , ,W,07:30 pm-09:50 pm, , , , , , , , , ,Mohammad Sedique Popal (P),09/13-09/13,ONL ONL,Hybrid Modality and Tuition (Education)
 , , , , , , ,W,07:30 pm-09:50 pm, , , , , , , , , ,Mohammad Sedique Popal (P),09/20-09/20,ED 102,Hybrid Modality and Tuition (Education)
 , , , , , , ,W,07:20 pm-09:50 pm, , , , , , , , , ,Mohammad Sedique Popal (P),09/27-09/27,ONL ONL,Hybrid Modality and Tuition (Education)
 , , , , , , ,W,07:30 pm-09:50 pm, , , , , , , , , ,Mohammad Sedique Popal (P),10/04-10/04,ED 102,Hybrid Modality and Tuition (Education)
 , , , , , , ,W,07:20 pm-09:50 pm, , , , , , , , , ,Mohammad Sedique Popal (P),10/11-10/11,ONL ONL,Hybrid Modality and Tuition (Education)
 , , , , , , ,W,07:30 pm-09:50 pm, , , , , , , , , ,Mohammad Sedique Popal (P),10/18-10/18,ED 102,Hybrid Modality and Tuition (Education)
 , , , , , , ,W,07:30 pm-09:50 pm, , , , , , , , , ,Mohammad Sedique Popal (P),10/25-10/25,ONL ONL,Hybrid Modality and Tuition (Education)
 , , , , , , ,W,07:30 pm-09:50 pm, , , , , , , , , ,Mohammad Sedique Popal (P),11/01-11/01,ED 102,Hybrid Modality and Tuition (Education)
 , , , , , , ,W,07:30 pm-09:50 pm, , , , , , , , , ,Mohammad Sedique Popal (P),11/08-11/08,ONL ONL,Hybrid Modality and Tuition (Education)
 , , , , , , ,W,07:30 pm-09:50 pm, , , , , , , , , ,Mohammad Sedique Popal (P),11/15-11/15,ED 102,Hybrid Modality and Tuition (Education)
 , , , , , , ,W,07:30 pm-09:50 pm, , , , , , , , , ,Mohammad Sedique Popal (P),11/29-11/29,ONL ONL,Hybrid Modality and Tuition (Education)
 , , , , , , ,W,07:30 pm-09:50 pm, , , , , , , , , ,Mohammad Sedique Popal (P),12/06-12/06,ED 102,Hybrid Modality and Tuition (Education)
41878,IME,634,1,ODP,3.000,Assessment and Testing of Second Language Proficiency,F,05:30 pm-09:45 pm,24,0,24,0,0,0,24,0,24,Mohammad Sedique Popal (P),08/18-08/18,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,F,05:30 pm-09:45 pm, , , , , , , , , ,Mohammad Sedique Popal (P),08/25-08/25,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,F,05:30 pm-09:45 pm, , , , , , , , , ,Mohammad Sedique Popal (P),09/08-09/08,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,F,05:30 pm-09:45 pm, , , , , , , , , ,Mohammad Sedique Popal (P),09/22-09/22,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,F,05:30 pm-09:45 pm, , , , , , , , , ,Mohammad Sedique Popal (P),10/06-10/06,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,F,05:30 pm-09:45 pm, , , , , , , , , ,Mohammad Sedique Popal (P),10/20-10/20,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,F,05:30 pm-09:45 pm, , , , , , , , , ,Mohammad Sedique Popal (P),11/03-11/03,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,F,05:30 pm-09:45 pm, , , , , , , , , ,Mohammad Sedique Popal (P),11/17-11/17,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,F,05:30 pm-09:45 pm, , , , , , , , , ,Mohammad Sedique Popal (P),12/01-12/01,ONL ONL,Remote Modality and Tuition (Education)
41880,IME,638,1,ODP,3.000,TESOL MA Thesis/Field Project,R,04:45 pm-07:15 pm,13,0,13,0,0,0,0,0,0,Luz Alba Navarrette Garcia (P),08/21-12/06,ONL ONL,Remote Modality and Tuition (Education)
41881,IME,649,1,M,3.000,IME M.A. Thesis/Field Project,R,04:45 pm-07:15 pm,13,0,13,0,0,0,0,0,0,Melissa Ann Loredo Canlas (P),08/21-12/06,ONL ONL,Tuition (Education)
42309,IME,698,1,ODP,3.000,SpTp: Neg Conflict Resolution,R,05:30 pm-09:45 pm,24,0,24,0,0,0,24,0,24,Darrick Arthur Smith (P),08/17-08/17,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,R,05:30 pm-09:45 pm, , , , , , , , , ,Darrick Arthur Smith (P),08/24-08/24,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,R,05:30 pm-09:45 pm, , , , , , , , , ,Darrick Arthur Smith (P),09/07-09/07,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,R,05:30 pm-09:45 pm, , , , , , , , , ,Darrick Arthur Smith (P),09/21-09/21,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,R,05:30 pm-09:45 pm, , , , , , , , , ,Darrick Arthur Smith (P),10/05-10/05,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,R,05:30 pm-09:45 pm, , , , , , , , , ,Darrick Arthur Smith (P),10/19-10/19,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,R,05:30 pm-09:45 pm, , , , , , , , , ,Darrick Arthur Smith (P),11/02-11/02,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,R,05:30 pm-09:45 pm, , , , , , , , , ,Darrick Arthur Smith (P),11/16-11/16,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,R,05:30 pm-09:45 pm, , , , , , , , , ,Darrick Arthur Smith (P),11/30-11/30,ONL ONL,Remote Modality and Tuition (Education)
41551,IME,702,1,M,3.000,Linguistic Rights and Bilingual Education,S,01:00 pm-05:15 pm,24,0,24,0,0,0,24,0,24,Rosa Maria Jimenez (P),08/19-08/19,ED 306,In-Person Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-05:15 pm, , , , , , , , , ,Rosa Maria Jimenez (P),08/26-08/26,ED 306,In-Person Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-05:15 pm, , , , , , , , , ,Rosa Maria Jimenez (P),09/09-09/09,ED 306,In-Person Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-05:15 pm, , , , , , , , , ,Rosa Maria Jimenez (P),09/23-09/23,ED 306,In-Person Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-05:15 pm, , , , , , , , , ,Rosa Maria Jimenez (P),10/07-10/07,ED 306,In-Person Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-05:15 pm, , , , , , , , , ,Rosa Maria Jimenez (P),10/21-10/21,ED 306,In-Person Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-05:15 pm, , , , , , , , , ,Rosa Maria Jimenez (P),11/04-11/04,ED 306,In-Person Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-05:15 pm, , , , , , , , , ,Rosa Maria Jimenez (P),11/18-11/18,ED 306,In-Person Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-05:15 pm, , , , , , , , , ,Rosa Maria Jimenez (P),12/02-12/02,ED 306,In-Person Modality and Tuition (Education)
41553,IME,704,1,ODP,3.000,Global Perspectives on Education and Decolonization,F,05:30 pm-09:45 pm,24,0,24,0,0,0,24,0,24,Monisha Indu Bajaj (P),08/18-08/18,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,F,05:30 pm-09:45 pm, , , , , , , , , ,Monisha Indu Bajaj (P),08/25-08/25,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,F,05:30 pm-09:45 pm, , , , , , , , , ,Monisha Indu Bajaj (P),09/08-09/08,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,F,05:30 pm-09:45 pm, , , , , , , , , ,Monisha Indu Bajaj (P),09/22-09/22,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,F,05:30 pm-09:45 pm, , , , , , , , , ,Monisha Indu Bajaj (P),10/06-10/06,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,F,05:30 pm-09:45 pm, , , , , , , , , ,Monisha Indu Bajaj (P),10/20-10/20,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,F,05:30 pm-09:45 pm, , , , , , , , , ,Monisha Indu Bajaj (P),11/03-11/03,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,F,05:30 pm-09:45 pm, , , , , , , , , ,Monisha Indu Bajaj (P),11/17-11/17,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,F,05:30 pm-09:45 pm, , , , , , , , , ,Monisha Indu Bajaj (P),12/01-12/01,ONL ONL,Remote Modality and Tuition (Education)
41884,IME,709,1,ODP,3.000,Dissertation Proposal Seminar,R,05:30 pm-09:45 pm,13,0,13,0,0,0,0,0,0,Rosa Maria Jimenez (P),08/17-08/17,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,R,05:30 pm-09:45 pm, , , , , , , , , ,Rosa Maria Jimenez (P),08/24-08/24,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,R,05:30 pm-09:45 pm, , , , , , , , , ,Rosa Maria Jimenez (P),09/07-09/07,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,R,05:30 pm-09:45 pm, , , , , , , , , ,Rosa Maria Jimenez (P),09/21-09/21,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,R,05:30 pm-09:45 pm, , , , , , , , , ,Rosa Maria Jimenez (P),10/05-10/05,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,R,05:30 pm-09:45 pm, , , , , , , , , ,Rosa Maria Jimenez (P),10/19-10/19,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,R,05:30 pm-09:45 pm, , , , , , , , , ,Rosa Maria Jimenez (P),11/02-11/02,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,R,05:30 pm-09:45 pm, , , , , , , , , ,Rosa Maria Jimenez (P),11/16-11/16,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,R,05:30 pm-09:45 pm, , , , , , , , , ,Rosa Maria Jimenez (P),11/30-11/30,ONL ONL,Remote Modality and Tuition (Education)
41555,IME,712,1,ODP,3.000,Critical Race Theory & Praxis,F,05:30 pm-09:45 pm,24,0,24,0,0,0,24,0,24,Anthony Trochez (P),08/18-08/18,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,F,05:30 pm-09:45 pm, , , , , , , , , ,Anthony Trochez (P),08/25-08/25,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,F,05:30 pm-09:45 pm, , , , , , , , , ,Anthony Trochez (P),09/08-09/08,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,F,05:30 pm-09:45 pm, , , , , , , , , ,Anthony Trochez (P),09/22-09/22,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,F,05:30 pm-09:45 pm, , , , , , , , , ,Anthony Trochez (P),10/06-10/06,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,F,05:30 pm-09:45 pm, , , , , , , , , ,Anthony Trochez (P),10/20-10/20,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,F,05:30 pm-09:45 pm, , , , , , , , , ,Anthony Trochez (P),11/03-11/03,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,F,05:30 pm-09:45 pm, , , , , , , , , ,Anthony Trochez (P),11/17-11/17,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,F,05:30 pm-09:45 pm, , , , , , , , , ,Anthony Trochez (P),12/01-12/01,ONL ONL,Remote Modality and Tuition (Education)
42188,IME,718,1,M,3.000,International Human Rights Law & Advocacy,S,01:00 pm-05:15 pm,24,0,24,0,0,0,24,0,24,TBA,08/19-08/19,ED 101,In-Person Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-05:15 pm, , , , , , , , , ,TBA,08/26-08/26,ED 101,In-Person Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-05:15 pm, , , , , , , , , ,TBA,09/09-09/09,ED 101,In-Person Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-05:15 pm, , , , , , , , , ,TBA,09/23-09/23,ED 101,In-Person Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-05:15 pm, , , , , , , , , ,TBA,10/07-10/07,ED 101,In-Person Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-05:15 pm, , , , , , , , , ,TBA,10/21-10/21,ED 101,In-Person Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-05:15 pm, , , , , , , , , ,TBA,11/04-11/04,ED 101,In-Person Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-05:15 pm, , , , , , , , , ,TBA,11/18-11/18,ED 101,In-Person Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-05:15 pm, , , , , , , , , ,TBA,12/02-12/02,ED 101,In-Person Modality and Tuition (Education)
41559,IME,719,1,ODP,3.000,Gender and Globalization,R,05:30 pm-09:45 pm,24,0,24,0,0,0,24,0,24,Mariana Mora (P),08/17-08/17,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,R,05:30 pm-09:45 pm, , , , , , , , , ,Mariana Mora (P),08/24-08/24,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,R,05:30 pm-09:45 pm, , , , , , , , , ,Mariana Mora (P),09/07-09/07,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,R,05:30 pm-09:45 pm, , , , , , , , , ,Mariana Mora (P),09/21-09/21,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,R,05:30 pm-09:45 pm, , , , , , , , , ,Mariana Mora (P),10/05-10/05,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,R,05:30 pm-09:45 pm, , , , , , , , , ,Mariana Mora (P),10/19-10/19,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,R,05:30 pm-09:45 pm, , , , , , , , , ,Mariana Mora (P),11/02-11/02,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,R,05:30 pm-09:45 pm, , , , , , , , , ,Mariana Mora (P),11/16-11/16,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,R,05:30 pm-09:45 pm, , , , , , , , , ,Mariana Mora (P),11/30-11/30,ONL ONL,Remote Modality and Tuition (Education)
41875,IME,721,1,M,3.000,Human Rights Education: History, Philosophy and Current Debates,S,08:00 am-12:15 pm,24,0,24,0,0,0,24,0,24,Monisha Indu Bajaj (P),08/19-08/19,ED 101,In-Person Modality and Tuition (Education)
 , , , , , , ,S,08:00 am-12:15 pm, , , , , , , , , ,Monisha Indu Bajaj (P),08/26-08/26,ED 101,In-Person Modality and Tuition (Education)
 , , , , , , ,S,08:00 am-12:15 pm, , , , , , , , , ,Monisha Indu Bajaj (P),09/09-09/09,ED 101,In-Person Modality and Tuition (Education)
 , , , , , , ,S,08:00 am-12:15 pm, , , , , , , , , ,Monisha Indu Bajaj (P),09/23-09/23,ED 101,In-Person Modality and Tuition (Education)
 , , , , , , ,S,08:00 am-12:15 pm, , , , , , , , , ,Monisha Indu Bajaj (P),10/07-10/07,ED 101,In-Person Modality and Tuition (Education)
 , , , , , , ,S,08:00 am-12:15 pm, , , , , , , , , ,Monisha Indu Bajaj (P),10/21-10/21,ED 101,In-Person Modality and Tuition (Education)
 , , , , , , ,S,08:00 am-12:15 pm, , , , , , , , , ,Monisha Indu Bajaj (P),11/04-11/04,ED 101,In-Person Modality and Tuition (Education)
 , , , , , , ,S,08:00 am-12:15 pm, , , , , , , , , ,Monisha Indu Bajaj (P),11/18-11/18,ED 101,In-Person Modality and Tuition (Education)
 , , , , , , ,S,08:00 am-12:15 pm, , , , , , , , , ,Monisha Indu Bajaj (P),12/02-12/02,ED 101,In-Person Modality and Tuition (Education)
41883,IME,724,1,M,3.000,Ethnic Studies with a Focus on African-American Education,S,01:00 pm-05:15 pm,24,0,24,0,0,0,24,0,24,David Philoxene (P),08/19-08/19,ED 307,Hybrid Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-05:15 pm, , , , , , , , , ,David Philoxene (P),08/26-08/26,ONL ONL,Hybrid Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-05:15 pm, , , , , , , , , ,David Philoxene (P),09/09-09/09,ED 307,Hybrid Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-05:15 pm, , , , , , , , , ,David Philoxene (P),09/23-09/23,ONL ONL,Hybrid Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-05:15 pm, , , , , , , , , ,David Philoxene (P),10/07-10/07,ED 307,Hybrid Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-05:15 pm, , , , , , , , , ,David Philoxene (P),10/21-10/21,ONL ONL,Hybrid Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-05:15 pm, , , , , , , , , ,David Philoxene (P),11/04-11/04,ED 307,Hybrid Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-05:15 pm, , , , , , , , , ,David Philoxene (P),11/18-11/18,ONL ONL,Hybrid Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-05:15 pm, , , , , , , , , ,David Philoxene (P),12/02-12/02,ED 307,Hybrid Modality and Tuition (Education)
41879,IME,734,1,ODP,3.000,Assessment and Testing of Second Language Proficiency,F,05:30 pm-09:45 pm,24,0,24,0,0,0,24,0,24,Mohammad Sedique Popal (P),08/18-08/18,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,F,05:30 pm-09:45 pm, , , , , , , , , ,Mohammad Sedique Popal (P),08/25-08/25,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,F,05:30 pm-09:45 pm, , , , , , , , , ,Mohammad Sedique Popal (P),09/08-09/08,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,F,05:30 pm-09:45 pm, , , , , , , , , ,Mohammad Sedique Popal (P),09/22-09/22,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,F,05:30 pm-09:45 pm, , , , , , , , , ,Mohammad Sedique Popal (P),10/06-10/06,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,F,05:30 pm-09:45 pm, , , , , , , , , ,Mohammad Sedique Popal (P),10/20-10/20,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,F,05:30 pm-09:45 pm, , , , , , , , , ,Mohammad Sedique Popal (P),11/03-11/03,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,F,05:30 pm-09:45 pm, , , , , , , , , ,Mohammad Sedique Popal (P),11/17-11/17,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,F,05:30 pm-09:45 pm, , , , , , , , , ,Mohammad Sedique Popal (P),12/01-12/01,ONL ONL,Remote Modality and Tuition (Education)
41885,IME,790,1,ODP,1.000-3.000,Dissertation Proposal Development, ,TBA,9,0,9,0,0,0,9,0,9,Monisha Indu Bajaj (P),08/17-12/06,ONL ONL,Remote Modality and Tuition (Education)
41887,IME,790,2,ODP,1.000-3.000,Dissertation Proposal Development, ,TBA,9,0,9,0,0,0,9,0,9,Melissa Ann Loredo Canlas (P),08/17-12/06,ONL ONL,Remote Modality and Tuition (Education)
41889,IME,790,3,ODP,1.000-3.000,Dissertation Proposal Development, ,TBA,9,0,9,0,0,0,9,0,9,David Donahue (P),08/17-12/06,ONL ONL,Remote Modality and Tuition (Education)
41891,IME,790,4,ODP,1.000-3.000,Dissertation Proposal Development, ,TBA,9,0,9,0,0,0,9,0,9,Emma H Fuentes (P),08/17-12/06,ONL ONL,Remote Modality and Tuition (Education)
41893,IME,790,5,ODP,1.000-3.000,Dissertation Proposal Development, ,TBA,9,0,9,0,0,0,9,0,9,Rosa Maria Jimenez (P),08/17-12/06,ONL ONL,Remote Modality and Tuition (Education)
