CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,WL Cap,WL Act,WL Rem,XL Cap,XL Act,XL Rem,Instructor,Date (MM/DD),Location,Attribute
 , , , , , , ,S,08:00 am-12:15 pm, , , , , , , , , ,Voltaire Andrada Villanueva (P),09/23-09/23,ED 309,In-Person Modality and Tuition (Education)
 , , , , , , ,S,08:00 am-12:15 pm, , , , , , , , , ,Voltaire Andrada Villanueva (P),10/07-10/07,ED 309,In-Person Modality and Tuition (Education)
 , , , , , , ,S,08:00 am-12:15 pm, , , , , , , , , ,Voltaire Andrada Villanueva (P),10/21-10/21,ED 309,In-Person Modality and Tuition (Education)
 , , , , , , ,S,08:00 am-12:15 pm, , , , , , , , , ,Voltaire Andrada Villanueva (P),11/04-11/04,ED 309,In-Person Modality and Tuition (Education)
 , , , , , , ,S,08:00 am-12:15 pm, , , , , , , , , ,Voltaire Andrada Villanueva (P),11/18-11/18,ED 309,In-Person Modality and Tuition (Education)
 , , , , , , ,S,08:00 am-12:15 pm, , , , , , , , , ,Voltaire Andrada Villanueva (P),12/02-12/02,ED 309,In-Person Modality and Tuition (Education)
42174,CPSY,620,1,M,1.000,PPS Traineeship I,R,05:30 pm-07:00 pm,10,0,10,0,0,0,0,0,0,TBA,08/31-08/31,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,F,05:30 pm-08:30 pm, , , , , , , , , ,TBA,09/15-09/15,ED 308,Remote Modality and Tuition (Education)
 , , , , , , ,R,05:30 pm-07:00 pm, , , , , , , , , ,TBA,10/19-10/19,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,R,05:30 pm-07:00 pm, , , , , , , , , ,TBA,10/26-10/26,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,R,05:30 pm-07:00 pm, , , , , , , , , ,TBA,11/02-11/02,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,F,05:30 pm-08:30 pm, , , , , , , , , ,TBA,11/10-11/10,ED 308,Remote Modality and Tuition (Education)
 , , , , , , ,R,05:30 pm-07:00 pm, , , , , , , , , ,TBA,11/16-11/16,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,R,05:30 pm-07:00 pm, , , , , , , , , ,TBA,11/30-11/30,ONL ONL,Remote Modality and Tuition (Education)
42175,CPSY,620,2,M,1.000,PPS Traineeship I,R,05:30 pm-07:00 pm,10,0,10,0,0,0,0,0,0,TBA,08/31-08/31,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,F,05:30 pm-08:30 pm, , , , , , , , , ,TBA,09/15-09/15,ED 309,Remote Modality and Tuition (Education)
 , , , , , , ,R,05:30 pm-07:00 pm, , , , , , , , , ,TBA,10/19-10/19,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,R,05:30 pm-07:00 pm, , , , , , , , , ,TBA,10/26-10/26,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,R,05:30 pm-07:00 pm, , , , , , , , , ,TBA,11/02-11/02,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,F,05:30 pm-08:30 pm, , , , , , , , , ,TBA,11/10-11/10,ED 309,Remote Modality and Tuition (Education)
 , , , , , , ,R,05:30 pm-07:00 pm, , , , , , , , , ,TBA,11/16-11/16,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,R,05:30 pm-07:00 pm, , , , , , , , , ,TBA,11/30-11/30,ONL ONL,Remote Modality and Tuition (Education)
42176,CPSY,620,3,M,1.000,PPS Traineeship I,R,05:30 pm-07:00 pm,10,0,10,0,0,0,0,0,0,TBA,08/31-08/31,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,F,05:30 pm-08:30 pm, , , , , , , , , ,TBA,09/15-09/15,ED 310,Remote Modality and Tuition (Education)
 , , , , , , ,R,05:30 pm-07:00 pm, , , , , , , , , ,TBA,10/19-10/19,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,R,05:30 pm-07:00 pm, , , , , , , , , ,TBA,10/26-10/26,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,R,05:30 pm-07:00 pm, , , , , , , , , ,TBA,11/02-11/02,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,F,05:30 pm-08:30 pm, , , , , , , , , ,TBA,11/10-11/10,ED 310,Remote Modality and Tuition (Education)
 , , , , , , ,R,05:30 pm-07:00 pm, , , , , , , , , ,TBA,11/16-11/16,ONL ONL,Remote Modality and Tuition (Education)
 , , , , , , ,R,05:30 pm-07:00 pm, , , , , , , , , ,TBA,11/30-11/30,ONL ONL,Remote Modality and Tuition (Education)
41515,CPSY,622,1,M,3.000,PPS Traineeship III,S,01:00 pm-04:00 pm,8,0,8,0,0,0,0,0,0,Violeta Murrieta (P),08/19-08/19,MA 226,Hybrid Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-04:00 pm, , , , , , , , , ,Violeta Murrieta (P),08/26-08/26,MA 226,Hybrid Modality and Tuition (Education)
 , , , , , , ,W,05:30 pm-07:00 pm, , , , , , , , , ,Violeta Murrieta (P),08/30-08/30,ONL ONL,Hybrid Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-04:00 pm, , , , , , , , , ,Violeta Murrieta (P),09/09-09/09,MA 226,Hybrid Modality and Tuition (Education)
 , , , , , , ,W,05:30 pm-07:00 pm, , , , , , , , , ,Violeta Murrieta (P),09/13-09/13,ONL ONL,Hybrid Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-04:00 pm, , , , , , , , , ,Violeta Murrieta (P),09/23-09/23,MA 226,Hybrid Modality and Tuition (Education)
 , , , , , , ,W,05:30 pm-07:00 pm, , , , , , , , , ,Violeta Murrieta (P),09/27-09/27,ONL ONL,Hybrid Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-04:00 pm, , , , , , , , , ,Violeta Murrieta (P),10/07-10/07,MA 226,Hybrid Modality and Tuition (Education)
 , , , , , , ,W,05:30 pm-07:00 pm, , , , , , , , , ,Violeta Murrieta (P),10/11-10/11,ONL ONL,Hybrid Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-04:00 pm, , , , , , , , , ,Violeta Murrieta (P),10/21-10/21,MA 226,Hybrid Modality and Tuition (Education)
 , , , , , , ,W,05:30 pm-07:00 pm, , , , , , , , , ,Violeta Murrieta (P),10/25-10/25,ONL ONL,Hybrid Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-04:00 pm, , , , , , , , , ,Violeta Murrieta (P),11/04-11/04,MA 226,Hybrid Modality and Tuition (Education)
 , , , , , , ,W,05:30 pm-07:00 pm, , , , , , , , , ,Violeta Murrieta (P),11/08-11/08,ONL ONL,Hybrid Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-04:00 pm, , , , , , , , , ,Violeta Murrieta (P),11/18-11/18,MA 226,Hybrid Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-04:00 pm, , , , , , , , , ,Violeta Murrieta (P),12/02-12/02,MA 226,Hybrid Modality and Tuition (Education)
 , , , , , , ,W,05:30 pm-07:00 pm, , , , , , , , , ,Violeta Murrieta (P),12/06-12/06,ONL ONL,Hybrid Modality and Tuition (Education)
41516,CPSY,622,2,M,3.000,PPS Traineeship III,S,01:00 pm-04:00 pm,8,0,8,0,0,0,0,0,0,TBA,08/19-08/19,MA 228,Hybrid Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-04:00 pm, , , , , , , , , ,TBA,08/26-08/26,MA 228,Hybrid Modality and Tuition (Education)
 , , , , , , ,W,05:30 pm-07:00 pm, , , , , , , , , ,TBA,08/30-08/30,ONL ONL,Hybrid Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-04:00 pm, , , , , , , , , ,TBA,09/09-09/09,MA 228,Hybrid Modality and Tuition (Education)
 , , , , , , ,W,05:30 pm-07:00 pm, , , , , , , , , ,TBA,09/13-09/13,ONL ONL,Hybrid Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-04:00 pm, , , , , , , , , ,TBA,09/23-09/23,MA 228,Hybrid Modality and Tuition (Education)
 , , , , , , ,W,05:30 pm-07:00 pm, , , , , , , , , ,TBA,09/27-09/27,ONL ONL,Hybrid Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-04:00 pm, , , , , , , , , ,TBA,10/07-10/07,MA 228,Hybrid Modality and Tuition (Education)
 , , , , , , ,W,05:30 pm-07:00 pm, , , , , , , , , ,TBA,10/11-10/11,ONL ONL,Hybrid Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-04:00 pm, , , , , , , , , ,TBA,10/21-10/21,MA 228,Hybrid Modality and Tuition (Education)
 , , , , , , ,W,05:30 pm-07:00 pm, , , , , , , , , ,TBA,10/25-10/25,ONL ONL,Hybrid Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-04:00 pm, , , , , , , , , ,TBA,11/04-11/04,MA 228,Hybrid Modality and Tuition (Education)
 , , , , , , ,W,05:30 pm-07:00 pm, , , , , , , , , ,TBA,11/08-11/08,ONL ONL,Hybrid Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-04:00 pm, , , , , , , , , ,TBA,11/18-11/18,MA 228,Hybrid Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-04:00 pm, , , , , , , , , ,TBA,12/02-12/02,MA 228,Hybrid Modality and Tuition (Education)
 , , , , , , ,W,05:30 pm-07:00 pm, , , , , , , , , ,TBA,12/06-12/06,ONL ONL,Hybrid Modality and Tuition (Education)
41517,CPSY,622,3,M,3.000,PPS Traineeship III,S,01:00 pm-04:00 pm,8,0,8,0,0,0,0,0,0,TBA,08/19-08/19,MA 227,Hybrid Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-04:00 pm, , , , , , , , , ,TBA,08/26-08/26,MA 227,Hybrid Modality and Tuition (Education)
 , , , , , , ,W,05:30 pm-07:00 pm, , , , , , , , , ,TBA,08/30-08/30,ONL ONL,Hybrid Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-04:00 pm, , , , , , , , , ,TBA,09/09-09/09,MA 227,Hybrid Modality and Tuition (Education)
 , , , , , , ,W,05:30 pm-07:00 pm, , , , , , , , , ,TBA,09/13-09/13,ONL ONL,Hybrid Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-04:00 pm, , , , , , , , , ,TBA,09/23-09/23,MA 227,Hybrid Modality and Tuition (Education)
 , , , , , , ,W,05:30 pm-07:00 pm, , , , , , , , , ,TBA,09/27-09/27,ONL ONL,Hybrid Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-04:00 pm, , , , , , , , , ,TBA,10/07-10/07,MA 227,Hybrid Modality and Tuition (Education)
 , , , , , , ,W,05:30 pm-07:00 pm, , , , , , , , , ,TBA,10/11-10/11,ONL ONL,Hybrid Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-04:00 pm, , , , , , , , , ,TBA,10/21-10/21,MA 227,Hybrid Modality and Tuition (Education)
 , , , , , , ,W,05:30 pm-07:00 pm, , , , , , , , , ,TBA,10/25-10/25,ONL ONL,Hybrid Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-04:00 pm, , , , , , , , , ,TBA,11/04-11/04,MA 227,Hybrid Modality and Tuition (Education)
 , , , , , , ,W,05:30 pm-07:00 pm, , , , , , , , , ,TBA,11/08-11/08,ONL ONL,Hybrid Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-04:00 pm, , , , , , , , , ,TBA,11/18-11/18,MA 227,Hybrid Modality and Tuition (Education)
 , , , , , , ,S,01:00 pm-04:00 pm, , , , , , , , , ,TBA,12/02-12/02,MA 227,Hybrid Modality and Tuition (Education)
 , , , , , , ,W,05:30 pm-07:00 pm, , , , , , , , , ,TBA,12/06-12/06,ONL ONL,Hybrid Modality and Tuition (Education)
41253,CPSY,631,1,M,3.000,Theories of Counseling and Psychotherapy,R,07:20 pm-09:50 pm,17,0,17,0,0,0,0,0,0,TBA,08/21-12/06,ED 104,In-Person Modality and Tuition (Education)
41254,CPSY,631,2,M,3.000,Theories of Counseling and Psychotherapy,R,03:45 pm-06:15 pm,17,0,17,0,0,0,0,0,0,TBA,08/21-12/06,ED 302,In-Person Modality and Tuition (Education)
41255,CPSY,631,3,M,3.000,Theories of Counseling and Psychotherapy,T,03:45 pm-06:15 pm,17,0,17,0,0,0,0,0,0,TBA,08/21-12/06,ED 302,In-Person Modality and Tuition (Education)
41256,CPSY,631,4,M,3.000,Theories of Counseling and Psychotherapy,T,07:20 pm-09:50 pm,17,0,17,0,0,0,0,0,0,TBA,08/21-12/06,ED 310,In-Person Modality and Tuition (Education)
42183,CPSY,631,5,M,3.000,Theories of Counseling and Psychotherapy,T,03:45 pm-06:15 pm,17,0,17,0,0,0,0,0,0,TBA,08/21-12/06,ED 104,In-Person Modality and Tuition (Education)
41257,CPSY,634,1,M,3.000,Ethical, Legal, and Professional Issues,R,03:45 pm-06:15 pm,17,0,17,0,0,0,0,0,0,TBA,08/21-12/06,LM 152,In-Person Modality and Tuition (Education)
41258,CPSY,634,2,M,3.000,Ethical, Legal, and Professional Issues,R,07:20 pm-09:50 pm,17,0,17,0,0,0,0,0,0,TBA,08/21-12/06,ED 310,In-Person Modality and Tuition (Education)
41259,CPSY,634,3,M,3.000,Ethical, Legal, and Professional Issues,T,07:20 pm-09:50 pm,17,0,17,0,0,0,0,0,0,TBA,08/21-12/06,ED 302,Tuition (Education)
41260,CPSY,634,4,M,3.000,Ethical, Legal, and Professional Issues,T,03:45 pm-06:15 pm,17,0,17,0,0,0,0,0,0,TBA,08/21-12/06,LM 152,In-Person Modality and Tuition (Education)
42184,CPSY,634,5,M,3.000,Ethical, Legal, and Professional Issues,T,07:20 pm-09:50 pm,17,0,17,0,0,0,0,0,0,TBA,08/21-12/06,ED 309,In-Person Modality and Tuition (Education)
41261,CPSY,637,1,ODP,3.000,Traineeship I,T,07:20 pm-09:50 pm,7,0,7,0,0,0,0,0,0,TBA,08/21-12/06,ONL ONL,Remote Modality and Tuition (Education)
41262,CPSY,637,2,ODP,3.000,Traineeship I,W,07:20 pm-09:50 pm,7,0,7,0,0,0,0,0,0,TBA,08/21-12/06,ONL ONL,Remote Modality and Tuition (Education)
41263,CPSY,637,3,ODP,3.000,Traineeship I,W,07:20 pm-09:50 pm,7,0,7,0,0,0,0,0,0,TBA,08/21-12/06,ONL ONL,Remote Modality and Tuition (Education)
41264,CPSY,637,4,ODP,3.000,Traineeship I,R,07:20 pm-09:50 pm,7,0,7,0,0,0,0,0,0,TBA,08/21-12/06,ONL ONL,Remote Modality and Tuition (Education)
41265,CPSY,637,5,ODP,3.000,Traineeship I,R,07:20 pm-09:50 pm,7,0,7,0,0,0,0,0,0,TBA,08/21-12/06,ONL ONL,Remote Modality and Tuition (Education)
41266,CPSY,637,6,M,3.000,Traineeship I,W,03:45 pm-06:15 pm,9,0,9,0,0,0,0,0,0,TBA,08/21-12/06,MA 227,In-Person Modality and Tuition (Education)
41267,CPSY,637,7,M,3.000,Traineeship I,W,03:45 pm-06:15 pm,9,0,9,0,0,0,0,0,0,TBA,08/21-12/06,LM 365,In-Person Modality and Tuition (Education)
41268,CPSY,637,8,M,3.000,Traineeship I,W,03:45 pm-06:15 pm,8,0,8,0,0,0,0,0,0,TBA,08/21-12/06,LM 357C,In-Person Modality and Tuition (Education)
41269,CPSY,637,9,M,3.000,Traineeship I,W,03:45 pm-06:15 pm,8,0,8,0,0,0,0,0,0,TBA,08/21-12/06,ED 101,In-Person Modality and Tuition (Education)
41270,CPSY,647,1,M,3.000,Group Work in Clinical Settings,R,03:45 pm-06:15 pm,15,0,15,0,0,0,0,0,0,TBA,08/21-12/06,ED 104,In-Person Modality and Tuition (Education)
41271,CPSY,647,2,M,3.000,Group Work in Clinical Settings,R,03:45 pm-06:15 pm,15,0,15,0,0,0,0,0,0,TBA,08/21-12/06,LM 350,In-Person Modality and Tuition (Education)
41272,CPSY,647,3,M,3.000,Group Work in Clinical Settings,R,03:45 pm-06:15 pm,15,0,15,0,0,0,0,0,0,TBA,08/21-12/06,MA 226,In-Person Modality and Tuition (Education)
41273,CPSY,647,4,M,3.000,Group Work in Clinical Settings,R,07:20 pm-09:50 pm,17,0,17,0,0,0,0,0,0,TBA,08/21-12/06,ED 302,In-Person Modality and Tuition (Education)
41274,CPSY,647,5,M,3.000,Group Work in Clinical Settings,R,07:20 pm-09:50 pm,17,0,17,0,0,0,0,0,0,TBA,08/21-12/06,ED 308,In-Person Modality and Tuition (Education)
41275,CPSY,677,1,M,3.000,Counseling Across Cultures,W,07:20 pm-09:50 pm,17,0,17,0,0,0,0,0,0,TBA,08/21-12/06,LM 141B,In-Person Modality and Tuition (Education)
41276,CPSY,677,2,M,3.000,Counseling Across Cultures,W,03:45 pm-06:15 pm,17,0,17,0,0,0,0,0,0,TBA,08/21-12/06,ED 302,In-Person Modality and Tuition (Education)
41277,CPSY,677,3,M,3.000,Counseling Across Cultures,R,03:45 pm-06:15 pm,17,0,17,0,0,0,0,0,0,TBA,08/21-12/06,ED 201,In-Person Modality and Tuition (Education)
41278,CPSY,677,4,M,3.000,Counseling Across Cultures,R,07:20 pm-09:50 pm,17,0,17,0,0,0,0,0,0,TBA,08/21-12/06,ED 309,In-Person Modality and Tuition (Education)
42185,CPSY,677,5,M,3.000,Counseling Across Cultures,R,07:20 pm-09:50 pm,17,0,17,0,0,0,0,0,0,TBA,08/21-12/06,LM 141B,In-Person Modality and Tuition (Education)
41279,CPSY,687,1,M,3.000,Family Systems Therapy,R,07:20 pm-09:50 pm,15,0,15,0,0,0,0,0,0,TBA,08/21-12/06,LM 241A,In-Person Modality and Tuition (Education)
41280,CPSY,687,2,M,3.000,Family Systems Therapy,R,07:20 pm-09:50 pm,15,0,15,0,0,0,0,0,0,TBA,08/21-12/06,LM 357,In-Person Modality and Tuition (Education)
41281,CPSY,687,3,M,3.000,Family Systems Therapy,R,07:20 pm-09:50 pm,17,0,17,0,0,0,0,0,0,TBA,08/21-12/06,ED 006,In-Person Modality and Tuition (Education)
41282,CPSY,687,4,M,3.000,Family Systems Therapy,R,03:45 pm-06:15 pm,17,0,17,0,0,0,0,0,0,TBA,08/21-12/06,ED 307,In-Person Modality and Tuition (Education)
41283,CPSY,687,5,M,3.000,Family Systems Therapy,R,03:45 pm-06:15 pm,17,0,17,0,0,0,0,0,0,TBA,08/21-12/06,LM 352,In-Person Modality and Tuition (Education)
41366,CPSY,687,6,M,3.000,Family Systems Therapy,R,07:20 pm-09:50 pm,17,0,17,0,0,0,0,0,0,TBA,08/21-12/06,LM 151,In-Person Modality and Tuition (Education)
41284,CPSY,690,1,M,3.000,Research Methods,W,03:45 pm-06:15 pm,22,0,22,0,0,0,0,0,0,TBA,08/21-12/06,ED 310,In-Person Modality and Tuition (Education)
41285,CPSY,690,2,M,3.000,Research Methods,W,03:45 pm-06:15 pm,23,0,23,0,0,0,0,0,0,TBA,08/21-12/06,ED 309,In-Person Modality and Tuition (Education)
41286,CPSY,690,3,M,3.000,Research Methods,W,07:20 pm-09:50 pm,17,0,17,0,0,0,0,0,0,TBA,08/21-12/06,LM 241B,In-Person Modality and Tuition (Education)
41287,CPSY,690,4,M,3.000,Research Methods,W,07:20 pm-09:50 pm,17,0,17,0,0,0,0,0,0,TBA,08/21-12/06,LM 241A,In-Person Modality and Tuition (Education)
40237,CDS,100,1,M,4.000,Ideal of Ctznshp:Hist Amer Ppl,TR,04:35 pm-06:20 pm,40,0,40,0,0,0,40,0,40,James Frank Zarsadiaz (P),08/22-12/14,KA 167,Core C2 History and In-Person Modality and Tuition (Liberal Arts)
40236,CDS,201,1,M,4.000,Practicing Critical Dvrsty Std,TR,02:40 pm-04:25 pm,20,0,20,0,0,0,0,0,0,Mana Hayakawa (P),08/22-12/14,LM 345,In-Person Modality and Tuition (Liberal Arts)
40238,CDS,303,1,M,4.000,Perform & Cultural Resistance,TR,12:45 pm-02:30 pm,28,0,28,0,0,0,28,0,28,Roberto G Gutierrez Varea (P),08/22-12/14,LM 241B,Core F Visual and Perf Arts and Core CD Cultural Diversity and In-Person Modality and UG MJR LAS CULT PERSP and UG MNR PSCE Models Soc (PSC3) and Core SL Service Learning and Tuition (Liberal Arts)
40766,DANC,111,1,M,1.000-2.000,Ballet (Beg),MW,12:00 pm-01:20 pm,20,0,20,0,0,0,0,0,0,Graciela Acedo (P),08/22-12/14,KO L102,In-Person Modality and Tuition (Liberal Arts)
40767,DANC,112,1,M,1.000-2.000,Contemporary Dance (Beg),MW,09:00 am-10:20 am,18,0,18,0,0,0,0,0,0,Alivia Schaffer (P),08/22-12/14,KO L102,In-Person Modality and Tuition (Liberal Arts)
40768,DANC,113,1,M,1.000-2.000,Hip Hop (Beg),MW,05:30 pm-06:30 pm,20,0,20,0,0,0,0,0,0,Amber Julian (P),08/22-12/14,KO L201,In-Person Modality and Tuition (Liberal Arts)
40769,DANC,113,2,M,1.000-2.000,Hip Hop (Beg),F,12:15 pm-02:15 pm,20,0,20,0,0,0,0,0,0,Dazaun Soleyn (P),08/22-12/14,KO L102,In-Person Modality and Tuition (Liberal Arts)
40770,DANC,115,1,M,1.000-2.000,African Dance Forms,W,06:30 pm-08:30 pm,18,0,18,0,0,0,0,0,0,Philip Amo Agyapong (P),08/22-12/14,KO L102,In-Person Modality and Tuition (Liberal Arts)
40771,DANC,116,1,M,1.000-2.000,Ballroom, Latin & Swing,W,01:35 pm-03:15 pm,24,0,24,0,0,0,0,0,0,Jeffrey Yat - Fai Lee (P),08/22-12/14,KO L201,In-Person Modality and Tuition (Liberal Arts)
40772,DANC,140,1,M,4.000,Dance Cultures and Subcultures,T,09:55 am-11:40 am,18,0,18,0,0,0,0,0,0,TBA,08/22-12/14,KO L102,Core F Visual and Perf Arts and In-Person Modality and Tuition (Liberal Arts)
 , , , , , , ,R,09:55 am-11:40 am, , , , , , , , , ,TBA,08/22-12/14,LM 343,Core F Visual and Perf Arts and In-Person Modality and Tuition (Liberal Arts)
40773,DANC,195,1,M,4.000,FYS: Dance in San Francisco,T,02:40 pm-04:25 pm,0,0,0,0,0,0,0,0,0,Megan V Nicely (P),08/22-12/14,ED 040,First-Year Seminar and In-Person Modality and Tuition (Liberal Arts)
 , , , , , , ,R,02:40 pm-04:25 pm, , , , , , , , , ,Megan V Nicely (P),08/22-12/14,KO L102,First-Year Seminar and In-Person Modality and Tuition (Liberal Arts)
40774,DANC,200,1,M,4.000,Composition I,TR,12:45 pm-02:30 pm,18,0,18,0,0,0,0,0,0,Amie S Dowling (P),08/22-12/14,KO L102,In-Person Modality and Tuition (Liberal Arts)
40775,DANC,211,1,M,1.000-2.000,Contemporary Dance (Int),MW,04:40 pm-06:00 pm,18,0,18,0,0,0,0,0,0,Alivia Schaffer (P),08/22-12/14,KO L102,In-Person Modality and Tuition (Liberal Arts)
40776,DANC,213,1,M,1.000-2.000,Hip Hop (Int.),R,09:00 am-11:00 am,18,0,18,0,0,0,0,0,0,Dexandro Montalvo (P),08/22-12/14,KO L102,In-Person Modality and Tuition (Liberal Arts)
40777,DANC,220,1,M,4.000,Folklórico, Danza & Culture,T,07:00 pm-08:45 pm,20,0,20,0,0,0,0,0,0,Manuel Alejandro Perez (P),08/22-12/14,KO L102,Core F Visual and Perf Arts and Core CD Cultural Diversity and In-Person Modality and UG MJR LAS CULT PERSP and Tuition (Liberal Arts)
 , , , , , , ,R,07:00 pm-08:45 pm, , , , , , , , , ,Manuel Alejandro Perez (P),08/22-12/14,MA 122,Core F Visual and Perf Arts and Core CD Cultural Diversity and In-Person Modality and UG MJR LAS CULT PERSP and Tuition (Liberal Arts)
40778,DANC,250,1,M,4.000,Philippine Dance and Culture,M,06:30 pm-08:15 pm,20,0,20,0,0,0,0,0,0,Eric Solano (P),08/22-12/14,KO L102,UG MJR-Asian Studies and Core F Visual and Perf Arts and Core CD Cultural Diversity and In-Person Modality and Tuition (Liberal Arts)
 , , , , , , ,W,06:30 pm-08:15 pm, , , , , , , , , ,Eric Solano (P),08/22-12/14,ED 101,UG MJR-Asian Studies and Core F Visual and Perf Arts and Core CD Cultural Diversity and In-Person Modality and Tuition (Liberal Arts)
40779,DANC,260,1,M,4.000,Hip Hop Dance and Culture,M,02:15 pm-04:00 pm,20,0,20,0,0,0,0,0,0,Amber Julian (P),08/22-12/14,LME 1225,Core F Visual and Perf Arts and Core CD Cultural Diversity and In-Person Modality and UG MNR AAS ELECTIVE (MAA2) and Tuition (Liberal Arts)
 , , , , , , ,W,02:15 pm-04:00 pm, , , , , , , , , ,Amber Julian (P),08/22-12/14,KO L102,Core F Visual and Perf Arts and Core CD Cultural Diversity and In-Person Modality and UG MNR AAS ELECTIVE (MAA2) and Tuition (Liberal Arts)
40780,DANC,310,1,M,1.000-3.000,Ballet (Intermediate - Advanced),MW,10:30 am-11:50 am,18,0,18,0,0,0,0,0,0,Jennifer Lynn Polyocan (P),08/22-12/14,KO L102,In-Person Modality and Tuition (Liberal Arts)
40781,DANC,311,1,M,1.000-3.000,Contemporary Dance (Int/Adv),TR,04:35 pm-05:55 pm,18,0,18,0,0,0,0,0,0,Kara Davis (P),08/22-12/14,KO L102,In-Person Modality and Tuition (Liberal Arts)
40782,DANC,360,1,M,4.000,Dance in the Community,M,02:15 pm-04:00 pm,16,0,16,0,0,0,0,0,0,Alivia Schaffer (P),08/22-12/14,KO L102,Core F Visual and Perf Arts and In-Person Modality and UG MNR PSCE Models Soc (PSC3) and Core SL Service Learning and Tuition (Liberal Arts)
 , , , , , , ,W,02:15 pm-04:00 pm, , , , , , , , , ,Alivia Schaffer (P),08/22-12/14,LME 1225,Core F Visual and Perf Arts and In-Person Modality and UG MNR PSCE Models Soc (PSC3) and Core SL Service Learning and Tuition (Liberal Arts)
40783,DANC,360,2,M,4.000,Dance in the Community,T,02:40 pm-04:25 pm,16,0,16,0,0,0,0,0,0,Amie S Dowling (P),08/22-12/14,KO L102,Core F Visual and Perf Arts and In-Person Modality and UG MNR PSCE Models Soc (PSC3) and Core SL Service Learning and Tuition (Liberal Arts)
 , , , , , , ,R,02:40 pm-04:25 pm, , , , , , , , , ,Amie S Dowling (P),08/22-12/14,ED 040,Core F Visual and Perf Arts and In-Person Modality and UG MNR PSCE Models Soc (PSC3) and Core SL Service Learning and Tuition (Liberal Arts)
40785,DANC,480,1,M,0.000-4.000,Workshop in Dance Production,R,06:30 pm-08:30 pm,30,0,30,0,0,0,0,0,0,Eli S Nelson (P),08/22-12/14,KO L102,In-Person Modality and Tuition (Liberal Arts)
40616,BSDS,100,1,M,4.000,Intro to Data Science with R,TR,04:35 pm-06:20 pm,29,0,29,0,0,0,0,0,0,TBA,08/22-12/14,HR 430,Core B1 Math or Quant Sci and In-Person Modality and Tuition (Sciences)
40707,MSDS,596,1,M,2.000,EDA, Visualization, and Ethics,T,06:30 pm-09:30 pm,25,0,25,0,0,0,0,0,0,TBA,08/21-10/13,LS 103,In-Person Modality and Tuition (Sciences)
40708,MSDS,596,2,M,2.000,EDA, Visualization, and Ethics,T,06:30 pm-09:30 pm,25,0,25,0,0,0,0,0,0,TBA,08/21-10/13,HR 136,In-Person Modality and Tuition (Sciences)
40709,MSDS,597,1,M,2.000,Data Management,T,06:30 pm-09:30 pm,25,0,25,0,0,0,0,0,0,TBA,10/18-12/06,LS 103,In-Person Modality and Tuition (Sciences)
40710,MSDS,597,2,M,2.000,Data Management,T,06:30 pm-09:30 pm,25,0,25,0,0,0,0,0,0,TBA,10/18-12/06,HR 136,In-Person Modality and Tuition (Sciences)
40711,MSDS,601,1,SFD,2.000,Linear Regression Analysis,TR,10:00 am-11:50 am,50,0,50,0,0,0,0,0,0,TBA,08/21-10/13,SFH 155,In-Person Modality and Tuition (Sciences)
